,year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target,O3_lag1,O3_lag2,NO2_lag1,NO2_lag2,Spike
39493,2020.0,9.0,1.0,14.0,93.51,36.71,30.68,19.73,-0.12,0.0,0.3,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.33,37.53,10.02,13.23,37.65,61.25,0
38888,2020.0,8.0,23.0,6.0,75.71,16.93,14.28,21.52,0.47,-1.47,-0.53,0.7943949609652238,1.6021887159533075,0.8251493094438223,23.45,14.62,24.52,36.95,9.3,9.6,0
85242,2022.0,1.0,10.0,23.0,151.31,41.01,29.14,21.48,-1.35,0.5,-0.01,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.95,47.4,3.25,12.83,39.2,25.8,0
69873,2021.0,8.0,6.0,9.0,138.62,3.0,26.23,7.57,3.74,-1.49,-2.89,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.55,5.28,85.28,48.4,16.5,4.03,0
14561,2019.0,12.0,1.0,2.0,3.1,49.82,29.0,15.22,-1.25,-0.31,2.27,0.7943949609652238,1.6021887159533075,0.8251493094438223,16.65,40.15,9.15,5.03,20.58,46.25,0
18956,2020.0,1.0,9.0,9.0,33.1,26.98,9.58,20.98,-4.08,-0.43,-0.52,0.7943949609652238,1.6021887159533075,0.8251493094438223,18.98,21.73,21.23,56.75,7.6,23.68,0
160680,2024.0,2.0,18.0,13.0,15.93,54.34,24.04,20.54,-0.65,0.68,-1.08,0.7943949609652238,1.6021887159533075,0.8251493094438223,8.38,58.05,51.78,33.6,54.67,11.73,0
146665,2023.0,10.0,1.0,20.0,40.15,49.05,25.81,20.83,-2.19,0.96,0.14,0.7943949609652238,1.6021887159533075,0.8251493094438223,38.55,13.25,17.8,23.38,62.92,11.35,0
48767,2020.0,12.0,14.0,17.0,108.35,73.75,28.78,6.58,0.61,-1.14,-2.0,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.12,40.12,13.95,14.42,35.9,50.73,0
113114,2022.0,10.0,17.0,20.0,0.28,148.57,30.54,7.11,-0.98,-0.93,0.78,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.4,40.27,11.9,1.7,65.08,96.0,0
76269,2021.0,10.0,13.0,23.0,99.96,15.55,44.21,17.87,0.44,1.64,-2.22,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.82,14.2,1.65,12.28,21.0,70.82,0
168003,2024.0,5.0,15.0,17.0,41.16,48.96,25.99,20.94,-1.43,2.12,-0.17,0.7943949609652238,1.6021887159533075,0.8251493094438223,1.55,155.07,8.67,6.55,168.25,119.62,0
159533,2024.0,2.0,6.0,4.0,61.29,25.61,10.58,10.05,-2.09,-0.58,-1.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,9.65,47.0,13.45,20.6,59.9,14.53,0
22527,2020.0,2.0,14.0,14.0,73.21,9.24,29.74,7.5,-0.99,1.75,3.81,0.7943949609652238,1.6021887159533075,0.8251493094438223,20.77,25.9,40.25,72.45,78.72,33.03,0
40055,2020.0,9.0,10.0,11.0,29.69,40.66,24.93,8.9,-1.63,0.22,1.52,0.7943949609652238,1.6021887159533075,0.8251493094438223,60.7,18.18,5.47,84.4,9.47,17.75,0
169109,2024.0,5.0,26.0,20.0,10.17,58.53,15.88,18.72,0.64,0.13,-0.84,0.7943949609652238,1.6021887159533075,0.8251493094438223,34.7,43.7,38.9,9.85,73.88,76.9,0
5171,2019.0,8.0,25.0,11.0,32.79,55.14,15.94,20.91,0.92,-0.95,0.48,0.7943949609652238,1.6021887159533075,0.8251493094438223,24.1,12.68,32.18,18.33,13.65,7.67,0
97874,2022.0,5.0,26.0,0.0,85.62,8.78,16.5,19.3,-3.3,-1.63,-0.34,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.22,38.65,1.68,2.62,48.17,34.27,0
158105,2024.0,1.0,26.0,3.0,13.88,63.75,15.28,8.43,1.5,-1.25,-0.23,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.8,25.08,6.45,2.85,9.55,32.43,0
93531,2022.0,4.0,13.0,10.0,63.58,60.62,35.5,20.62,1.47,-0.63,-0.84,0.7943949609652238,1.6021887159533075,0.8251493094438223,67.15,11.78,39.85,34.6,12.9,12.67,0
81681,2021.0,12.0,4.0,13.0,201.68,4.34,29.25,10.29,0.81,-0.99,-0.95,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.2,55.65,2.83,8.15,120.9,93.18,0
142633,2023.0,8.0,30.0,20.0,0.07,143.14,34.88,12.41,1.88,0.47,0.41,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.2,17.4,5.6,4.1,14.4,28.07,0
92861,2022.0,4.0,4.0,10.0,93.17,31.15,31.19,13.87,-0.26,0.34,-0.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,86.65,20.48,82.1,59.12,4.2,19.7,0
50580,2021.0,1.0,7.0,12.0,71.26,35.91,16.49,20.38,-0.61,1.34,-3.32,0.7943949609652238,1.6021887159533075,0.8251493094438223,35.17,23.2,32.8,20.57,35.67,13.22,0
32385,2020.0,6.0,4.0,15.0,23.19,69.05,24.4,12.49,2.41,-1.67,0.83,0.7943949609652238,1.6021887159533075,0.8251493094438223,32.08,38.75,54.52,26.93,30.08,32.95,0
56303,2021.0,3.0,27.0,19.0,114.47,18.35,34.14,8.28,1.91,-1.1,-1.77,0.7943949609652238,1.6021887159533075,0.8251493094438223,10.8,92.75,2.23,1.28,48.03,41.75,0
145071,2023.0,9.0,16.0,18.0,18.73,71.27,26.97,8.56,1.36,0.92,0.47,0.7943949609652238,1.6021887159533075,0.8251493094438223,1.85,12.02,2.1,8.88,24.15,13.28,0
29624,2020.0,5.0,4.0,6.0,27.83,33.64,26.67,7.19,3.84,-2.07,3.19,0.7943949609652238,1.6021887159533075,0.8251493094438223,16.73,4.95,87.95,103.2,13.1,9.38,0
151785,2023.0,11.0,25.0,15.0,5.63,56.78,13.26,18.36,-1.73,0.37,-0.5,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.47,128.17,5.7,2.73,58.35,48.23,0
72666,2021.0,9.0,8.0,23.0,136.94,23.03,22.68,6.24,0.66,-0.4,-0.84,0.7943949609652238,1.6021887159533075,0.8251493094438223,17.8,18.45,37.52,28.87,16.93,16.25,0
105425,2022.0,8.0,2.0,16.0,103.17,22.03,30.8,9.65,0.97,-1.17,0.39,0.7943949609652238,1.6021887159533075,0.8251493094438223,13.4,78.0,2.4,56.23,81.05,39.98,0
170906,2024.0,6.0,14.0,20.0,29.24,40.2,27.5,4.9,0.4,-2.55,2.86,0.7943949609652238,1.6021887159533075,0.8251493094438223,51.6,37.93,23.0,34.35,41.9,43.85,0
126207,2023.0,3.0,3.0,19.0,20.92,125.46,28.36,11.14,0.37,-1.43,2.7,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.97,23.38,11.4,5.5,10.98,66.98,0
160466,2024.0,2.0,16.0,4.0,75.03,15.08,26.05,20.2,-3.78,2.02,-0.88,0.7943949609652238,1.6021887159533075,0.8251493094438223,10.93,9.53,15.12,17.18,119.8,111.47,0
29229,2020.0,4.0,28.0,18.0,17.27,141.79,33.52,6.72,-0.04,-0.19,2.59,0.7943949609652238,1.6021887159533075,0.8251493094438223,32.72,16.75,10.28,52.17,9.75,24.0,0
137221,2023.0,6.0,18.0,22.0,29.73,70.05,26.98,10.76,-2.12,-0.51,0.41,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.17,12.68,9.12,40.8,19.7,18.1,0
133997,2023.0,5.0,15.0,10.0,2.15,161.06,26.55,16.19,-3.12,2.34,-0.52,0.7943949609652238,1.6021887159533075,0.8251493094438223,39.88,5.75,70.85,69.88,2.08,10.12,0
46460,2020.0,11.0,23.0,13.0,116.56,19.56,21.54,19.69,1.28,-0.41,0.24,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.08,150.9,5.05,1.65,142.55,144.78,0
11454,2019.0,10.0,31.0,21.0,62.88,14.87,25.67,8.23,1.94,-1.62,0.57,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.5,42.2,7.75,11.1,124.1,57.6,0
131952,2023.0,4.0,25.0,6.0,0.01,134.05,8.45,4.75,2.21,-2.16,-0.13,0.7943949609652238,1.6021887159533075,0.8251493094438223,67.55,19.27,37.73,68.62,14.25,12.65,0
95199,2022.0,4.0,30.0,6.0,72.67,26.61,39.4,6.49,-0.39,-1.44,-0.3,0.7943949609652238,1.6021887159533075,0.8251493094438223,63.32,20.75,179.5,166.62,24.28,30.32,0
116936,2022.0,11.0,27.0,18.0,2.55,94.98,29.79,20.83,1.14,-2.25,2.17,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.05,106.08,4.2,3.25,29.57,110.1,0
55747,2021.0,3.0,24.0,9.0,166.92,19.74,18.29,10.24,2.22,-0.83,-1.78,0.7943949609652238,1.6021887159533075,0.8251493094438223,58.95,2.62,49.35,92.75,19.15,21.97,0
85428,2022.0,1.0,14.0,1.0,39.11,33.11,35.94,16.4,-1.33,0.04,0.04,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.45,31.8,2.67,8.2,9.15,15.95,0
73883,2021.0,9.0,20.0,1.0,170.62,28.19,29.41,8.58,3.26,-0.61,-1.6,0.7943949609652238,1.6021887159533075,0.8251493094438223,30.75,32.73,21.75,6.95,16.97,9.43,0
6496,2019.0,9.0,12.0,4.0,20.19,101.6,23.39,8.69,0.57,-1.74,2.6,0.7943949609652238,1.6021887159533075,0.8251493094438223,20.85,26.8,10.15,13.62,40.65,44.4,0
158674,2024.0,1.0,30.0,1.0,7.19,69.83,33.81,7.21,1.75,0.48,-0.09,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.35,5.57,2.3,3.82,54.5,40.6,0
26789,2020.0,3.0,30.0,5.0,80.96,56.58,35.84,15.04,-3.28,2.0,0.27,0.7943949609652238,1.6021887159533075,0.8251493094438223,24.97,9.75,19.9,54.73,6.38,11.12,0
107821,2022.0,8.0,23.0,2.0,35.12,44.36,12.13,20.23,-0.77,0.11,1.85,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.08,12.02,15.28,28.85,11.3,14.97,0
46555,2020.0,11.0,24.0,8.0,126.02,4.5,25.77,21.34,3.82,-1.12,-1.64,0.7943949609652238,1.6021887159533075,0.8251493094438223,87.28,29.27,142.35,137.43,69.8,66.22,0
71574,2021.0,8.0,28.0,15.0,101.75,15.71,32.53,19.22,2.92,-2.79,-3.41,0.7943949609652238,1.6021887159533075,0.8251493094438223,17.6,29.75,4.75,6.38,22.52,31.65,0
146748,2023.0,10.0,2.0,10.0,88.01,19.64,27.27,21.16,-0.8,1.48,-0.34,0.7943949609652238,1.6021887159533075,0.8251493094438223,81.62,35.3,47.42,4.92,4.78,16.88,0
35997,2020.0,7.0,28.0,13.0,52.45,47.91,32.48,7.81,1.29,0.19,2.27,0.7943949609652238,1.6021887159533075,0.8251493094438223,40.15,21.83,7.85,20.62,10.4,20.38,0
146798,2023.0,10.0,2.0,18.0,40.56,37.71,28.8,20.54,0.48,1.1,0.04,0.7943949609652238,1.6021887159533075,0.8251493094438223,8.78,34.88,16.2,4.4,23.8,116.95,0
66075,2021.0,7.0,1.0,21.0,256.63,9.88,30.53,13.9,1.29,0.92,-4.53,0.7943949609652238,1.6021887159533075,0.8251493094438223,10.52,55.12,45.2,13.3,43.5,39.5,0
12302,2019.0,11.0,7.0,18.0,6.8,87.47,5.54,8.14,-0.54,1.3,2.55,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.08,63.28,9.0,10.6,37.75,46.82,0
153685,2023.0,12.0,12.0,1.0,10.54,83.04,16.8,8.39,-0.24,-0.44,1.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.57,43.0,2.2,1.7,38.1,37.1,0
170313,2024.0,6.0,6.0,16.0,46.12,15.0,12.18,5.63,2.09,-0.88,-0.15,0.7943949609652238,1.6021887159533075,0.8251493094438223,68.9,42.05,14.38,59.1,123.85,63.2,0
165358,2024.0,4.0,4.0,3.0,25.8,28.85,25.74,20.07,0.59,0.71,-1.68,0.7943949609652238,1.6021887159533075,0.8251493094438223,19.1,66.1,10.62,19.78,57.3,86.15,0
131217,2023.0,4.0,19.0,18.0,61.76,20.36,29.54,9.25,-0.04,-1.46,1.02,0.7943949609652238,1.6021887159533075,0.8251493094438223,13.62,21.6,10.83,14.85,25.32,10.7,0
91233,2022.0,3.0,16.0,21.0,51.39,53.84,31.29,8.35,2.38,-0.56,1.08,0.7943949609652238,1.6021887159533075,0.8251493094438223,22.32,45.5,14.2,6.23,74.35,17.1,0
23466,2020.0,2.0,23.0,12.0,38.27,81.92,10.69,21.32,-3.36,2.45,1.23,0.7943949609652238,1.6021887159533075,0.8251493094438223,81.5,21.95,44.65,32.48,33.62,9.68,0
108112,2022.0,8.0,25.0,8.0,8.58,96.2,19.73,22.33,-1.59,-0.25,2.08,0.57,1.66,0.35,69.38,24.38,78.15,36.55,14.33,9.42,0
117307,2022.0,12.0,2.0,3.0,0.01,117.1,29.52,10.3,1.8,-1.29,3.08,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.42,114.5,3.38,3.6,103.33,58.05,0
100672,2022.0,6.0,23.0,10.0,67.44,70.11,12.98,10.15,-1.26,0.63,1.16,0.7943949609652238,1.6021887159533075,0.8251493094438223,81.48,32.42,110.7,19.6,6.65,5.97,0
51131,2021.0,1.0,18.0,20.0,86.4,33.09,30.14,11.29,0.22,0.28,-0.34,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.9,38.42,9.2,7.2,35.27,47.23,0
68307,2021.0,7.0,19.0,18.0,154.72,7.47,33.93,5.9,1.18,-1.38,-0.43,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.83,20.45,5.85,4.78,116.53,26.18,0
17037,2019.0,12.0,23.0,13.0,19.98,64.2,9.84,9.58,-0.31,-0.02,4.77,0.7943949609652238,1.6021887159533075,0.8251493094438223,1.85,83.03,9.0,10.15,35.15,66.97,0
72709,2021.0,9.0,10.0,5.0,133.77,17.44,28.34,4.47,-0.75,-0.4,0.54,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.85,45.65,24.4,20.77,19.65,22.12,0
51825,2021.0,1.0,26.0,21.0,147.5,81.03,41.62,7.89,0.23,0.7,-1.32,0.7943949609652238,1.6021887159533075,0.8251493094438223,1.88,52.5,3.28,34.65,63.2,78.7,0
101415,2022.0,6.0,29.0,14.0,100.74,10.31,29.16,9.3,-0.18,-0.93,-0.9,0.7943949609652238,1.6021887159533075,0.8251493094438223,28.95,22.68,27.98,52.0,39.25,30.73,0
12016,2019.0,11.0,5.0,12.0,68.43,8.65,16.05,6.4,-1.62,2.08,2.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,40.98,22.02,39.12,43.07,69.08,83.35,0
85722,2022.0,1.0,15.0,19.0,59.9,111.92,32.38,13.62,0.89,-1.74,0.6,0.7943949609652238,1.6021887159533075,0.8251493094438223,11.77,21.15,13.9,8.0,5.65,14.7,0
40343,2020.0,9.0,13.0,19.0,48.19,30.48,37.69,6.36,0.1,0.11,1.69,0.7943949609652238,1.6021887159533075,0.8251493094438223,18.9,40.28,22.77,12.78,37.47,26.18,0
97850,2022.0,5.0,25.0,20.0,89.41,9.3,15.01,18.24,-4.86,-1.1,0.43,0.7943949609652238,1.6021887159533075,0.8251493094438223,9.2,34.2,6.6,1.8,57.3,120.25,0
149492,2023.0,11.0,5.0,19.0,8.77,88.33,18.07,7.63,-1.18,-0.1,1.94,0.7943949609652238,1.6021887159533075,0.8251493094438223,11.35,39.05,6.8,14.88,26.72,88.5,0
129800,2023.0,4.0,6.0,9.0,35.08,49.35,22.7,22.04,0.25,2.11,-0.41,0.7943949609652238,1.6021887159533075,0.8251493094438223,45.12,15.32,53.3,71.15,8.82,28.05,0
143860,2023.0,9.0,8.0,7.0,25.66,82.06,10.37,5.36,-1.61,-0.93,0.14,0.7943949609652238,1.6021887159533075,0.8251493094438223,51.32,8.05,65.65,68.7,6.33,12.5,0
14641,2019.0,12.0,1.0,16.0,21.7,70.25,27.14,17.72,1.73,-1.42,0.55,0.7943949609652238,1.6021887159533075,0.8251493094438223,10.9,48.98,8.45,33.75,57.4,49.45,0
120743,2023.0,1.0,2.0,13.0,64.35,103.38,29.03,22.02,-3.04,0.47,3.33,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.62,30.77,3.7,16.98,35.62,36.15,0
49072,2020.0,12.0,19.0,5.0,148.11,40.03,30.93,8.98,0.24,0.79,-0.65,0.7943949609652238,1.6021887159533075,0.8251493094438223,54.3,58.15,22.77,45.1,17.35,54.65,0
20892,2020.0,1.0,31.0,6.0,10.83,56.26,26.65,5.93,2.28,-0.75,3.91,0.7943949609652238,1.6021887159533075,0.8251493094438223,27.1,35.38,17.8,12.22,22.88,47.17,0
120489,2022.0,12.0,30.0,1.0,18.0,120.52,33.01,8.57,0.43,-0.57,0.45,0.7943949609652238,1.6021887159533075,0.8251493094438223,7.9,31.38,37.25,8.58,21.27,39.08,0
122935,2023.0,1.0,27.0,1.0,15.86,96.11,26.13,4.89,2.41,-1.12,1.32,0.7943949609652238,1.6021887159533075,0.8251493094438223,12.32,16.25,10.1,6.78,54.85,20.2,0
80738,2021.0,11.0,26.0,19.0,137.4,2.18,37.41,14.99,2.88,-2.26,-1.16,0.7943949609652238,1.6021887159533075,0.8251493094438223,39.65,37.88,2.95,4.42,54.65,131.8,0
19465,2020.0,1.0,15.0,16.0,28.32,34.55,29.5,16.64,-0.26,-1.87,0.82,0.7943949609652238,1.6021887159533075,0.8251493094438223,7.4,40.0,9.67,10.62,66.63,51.7,0
102701,2022.0,7.0,8.0,0.0,218.59,11.93,13.59,20.51,2.54,0.96,-1.02,0.7943949609652238,1.6021887159533075,0.8251493094438223,7.67,4.82,3.6,13.03,14.1,11.9,0
88986,2022.0,2.0,19.0,21.0,110.28,5.02,22.4,20.88,-2.58,1.46,0.63,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.45,29.02,27.1,2.5,32.68,33.83,0
151519,2023.0,11.0,23.0,15.0,8.41,154.66,7.16,21.44,-2.01,-0.09,-1.31,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.82,53.05,4.67,2.22,63.42,82.6,0
57991,2021.0,4.0,12.0,17.0,114.45,15.01,32.61,19.46,2.76,-0.37,-0.73,0.7943949609652238,1.6021887159533075,0.8251493094438223,9.15,66.6,6.17,17.0,113.88,92.85,0
23622,2020.0,2.0,24.0,13.0,52.91,18.3,16.62,20.6,-1.19,0.61,-0.74,0.7943949609652238,1.6021887159533075,0.8251493094438223,16.53,65.15,73.97,54.12,37.6,34.4,0
44863,2020.0,11.0,8.0,1.0,101.94,26.52,17.71,11.74,-3.0,1.21,-1.75,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.27,66.72,10.0,7.42,69.78,62.42,0
69749,2021.0,8.0,4.0,12.0,124.28,17.51,30.59,7.5,4.6,-0.82,-1.7,0.7943949609652238,1.6021887159533075,0.8251493094438223,43.7,27.7,72.55,17.03,21.57,10.25,0
45163,2020.0,11.0,9.0,19.0,170.06,17.51,26.96,7.61,3.29,-1.12,-1.3,0.7943949609652238,1.6021887159533075,0.8251493094438223,8.28,86.7,15.6,1.25,106.0,67.6,0
118522,2022.0,12.0,10.0,5.0,2.27,97.03,14.45,5.34,1.47,-1.73,2.25,0.7943949609652238,1.6021887159533075,0.8251493094438223,8.45,50.3,1.52,27.5,61.02,139.25,0
14589,2019.0,12.0,1.0,7.0,16.1,35.45,26.37,16.42,-0.78,-0.76,-0.04,0.7943949609652238,1.6021887159533075,0.8251493094438223,99.68,27.95,140.32,81.78,22.35,22.3,0
14059,2019.0,11.0,25.0,23.0,68.19,12.66,13.82,19.49,1.24,-0.72,-0.06,0.7943949609652238,1.6021887159533075,0.8251493094438223,13.95,50.67,7.67,26.73,17.95,68.45,0
93513,2022.0,4.0,13.0,8.0,65.12,55.32,32.94,20.57,1.55,-0.76,-1.04,0.76,2.9,0.26,58.9,13.2,82.42,115.6,34.7,16.45,0
8336,2019.0,10.0,3.0,4.0,24.0,57.44,25.72,15.25,-2.26,0.88,2.1,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.03,38.48,12.67,15.55,61.98,90.73,0
145468,2023.0,9.0,20.0,20.0,22.35,80.4,16.71,10.63,1.76,-1.51,0.62,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.2,18.53,2.0,6.5,30.35,28.8,0
124171,2023.0,2.0,10.0,18.0,63.08,88.73,23.3,6.45,0.89,-1.91,2.06,0.7943949609652238,1.6021887159533075,0.8251493094438223,0.9,42.73,4.83,2.78,87.85,60.55,0
133885,2023.0,5.0,14.0,12.0,2.97,104.51,29.46,17.69,-1.24,2.53,0.4,0.7943949609652238,1.6021887159533075,0.8251493094438223,82.05,19.95,108.35,95.53,36.6,4.97,0
11125,2019.0,10.0,28.0,21.0,11.28,64.55,31.89,7.1,-1.09,0.25,1.87,0.7943949609652238,1.6021887159533075,0.8251493094438223,11.97,28.3,3.33,2.17,29.0,39.55,0
164598,2024.0,3.0,28.0,20.0,50.06,22.05,21.02,6.81,3.47,1.44,0.28,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.0,27.9,4.8,10.7,17.82,41.92,0
130970,2023.0,4.0,17.0,0.0,49.68,81.86,31.98,10.91,2.15,-1.56,1.63,0.7943949609652238,1.6021887159533075,0.8251493094438223,0.38,32.38,3.52,4.42,32.1,55.68,0
29398,2020.0,4.0,30.0,4.0,32.71,50.85,31.76,9.39,2.22,-0.13,2.29,0.7943949609652238,1.6021887159533075,0.8251493094438223,14.43,8.68,69.15,61.62,14.57,13.68,0
76597,2021.0,10.0,16.0,4.0,140.42,3.56,33.72,11.81,-0.42,0.52,-0.77,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.95,29.72,28.02,8.38,30.45,31.12,0
89097,2022.0,2.0,21.0,14.0,105.78,31.34,14.2,21.2,-1.54,0.48,-1.6,0.7943949609652238,1.6021887159533075,0.8251493094438223,0.88,114.05,2.52,35.8,99.68,71.55,0
5049,2019.0,8.0,24.0,18.0,49.92,19.25,10.69,17.86,1.61,-0.15,2.16,0.7943949609652238,1.6021887159533075,0.8251493094438223,13.38,31.55,12.1,6.98,52.65,29.12,0
168223,2024.0,5.0,18.0,20.0,64.47,15.03,25.28,21.12,-3.25,0.4,-1.96,0.7943949609652238,1.6021887159533075,0.8251493094438223,50.15,52.92,36.25,30.95,38.52,44.75,0
152618,2023.0,12.0,1.0,20.0,16.07,62.31,26.8,11.19,-0.05,-1.06,-0.03,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.5,15.62,2.8,1.7,32.67,23.7,0
24012,2020.0,2.0,29.0,1.0,40.67,83.52,31.26,21.25,0.01,-0.14,-0.43,0.7943949609652238,1.6021887159533075,0.8251493094438223,10.05,42.52,2.45,13.53,40.9,60.87,0
6615,2019.0,9.0,14.0,6.0,73.16,9.01,26.98,5.83,2.13,-0.88,0.37,0.7943949609652238,1.6021887159533075,0.8251493094438223,55.88,4.4,40.25,18.57,18.27,16.3,0
166620,2024.0,4.0,20.0,5.0,15.72,69.47,20.57,6.72,1.94,-1.37,-0.65,0.7943949609652238,1.6021887159533075,0.8251493094438223,46.17,17.48,59.48,54.08,53.05,15.88,0
113552,2022.0,10.0,21.0,21.0,39.68,54.57,19.3,6.98,2.59,-0.98,1.13,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.42,37.8,6.45,16.82,117.4,51.0,0
166733,2024.0,4.0,20.0,21.0,0.2,77.71,21.24,6.59,2.1,-2.1,2.29,0.7943949609652238,1.6021887159533075,0.8251493094438223,77.33,37.7,54.17,46.95,25.5,50.3,0
79957,2021.0,11.0,19.0,2.0,212.61,6.0,32.39,20.69,1.23,-1.26,-3.72,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.97,183.85,4.2,4.55,37.22,35.8,0
101926,2022.0,7.0,2.0,23.0,120.16,16.35,31.25,15.81,-0.89,-0.11,0.27,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.95,6.27,12.48,22.23,6.9,22.88,0
38145,2020.0,8.0,15.0,1.0,59.15,85.59,38.46,12.41,0.06,-0.24,0.14,0.7943949609652238,1.6021887159533075,0.8251493094438223,13.77,20.38,25.55,2.05,19.05,14.97,0
170637,2024.0,6.0,12.0,23.0,68.21,6.65,20.41,5.62,3.36,-1.24,0.99,0.7943949609652238,1.6021887159533075,0.8251493094438223,42.65,24.75,26.23,25.1,30.5,33.73,0
121212,2023.0,1.0,7.0,14.0,28.0,66.77,7.35,20.79,1.48,1.54,2.3,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.12,120.43,2.52,3.67,62.18,39.42,0
2802,2019.0,8.0,3.0,22.0,2.43,67.72,24.97,6.04,0.39,-1.92,1.29,0.7943949609652238,1.6021887159533075,0.8251493094438223,5.68,14.0,4.03,3.3,32.65,50.75,0
91905,2022.0,3.0,22.0,21.0,99.38,15.55,18.96,5.74,-2.59,-5.48,1.05,0.7943949609652238,1.6021887159533075,0.8251493094438223,11.73,9.1,12.1,24.33,33.3,103.7,0
58654,2021.0,4.0,17.0,20.0,195.99,9.27,32.32,10.31,-0.11,-0.15,-2.35,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.6,52.12,22.6,4.5,35.02,71.92,0
40879,2020.0,9.0,19.0,6.0,43.16,37.12,26.97,7.86,1.45,-0.96,0.8,0.7943949609652238,1.6021887159533075,0.8251493094438223,100.53,14.93,97.93,16.45,17.77,15.02,0
79858,2021.0,11.0,16.0,11.0,179.15,9.81,31.91,10.98,0.83,0.55,-1.17,0.7943949609652238,1.6021887159533075,0.8251493094438223,71.58,28.63,65.3,39.3,26.58,58.1,0
145480,2023.0,9.0,20.0,22.0,41.15,59.86,14.81,9.79,1.62,-1.37,0.65,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.65,23.15,4.92,9.03,19.7,14.2,0
141958,2023.0,8.0,23.0,14.0,0.04,81.32,11.52,19.96,0.1,-0.07,1.27,0.7943949609652238,1.6021887159533075,0.8251493094438223,4.05,24.15,25.57,3.45,16.8,26.48,0
86478,2022.0,1.0,23.0,19.0,59.35,33.05,20.5,7.17,1.58,-1.16,1.47,0.7943949609652238,1.6021887159533075,0.8251493094438223,3.98,10.07,1.98,3.4,63.23,34.4,0
150842,2023.0,11.0,16.0,16.0,44.94,34.29,25.41,19.52,-1.06,0.94,0.0,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.97,57.6,17.98,4.33,56.58,139.57,0
67096,2021.0,7.0,8.0,16.0,133.05,10.33,14.39,19.79,1.24,1.87,-1.99,0.7943949609652238,1.6021887159533075,0.8251493094438223,21.62,73.55,27.35,25.95,61.57,65.58,0
148946,2023.0,10.0,30.0,19.0,35.66,37.99,30.46,6.5,-1.04,-1.48,2.59,0.7943949609652238,1.6021887159533075,0.8251493094438223,2.95,43.95,30.35,8.6,66.82,48.02,0
32297,2020.0,6.0,4.0,2.0,46.68,30.84,29.66,14.67,1.74,-0.99,2.31,0.7943949609652238,1.6021887159533075,0.8251493094438223,10.9,60.17,25.45,13.32,51.8,36.08,0
7918,2019.0,9.0,30.0,10.0,16.92,57.08,30.04,7.12,5.23,-0.02,5.0,0.7943949609652238,1.6021887159533075,0.8251493094438223,45.95,13.23,7.65,111.75,21.27,17.1,0
107612,2022.0,8.0,21.0,16.0,27.85,56.58,21.01,20.52,-3.54,-0.47,2.69,0.7943949609652238,1.6021887159533075,0.8251493094438223,6.02,14.05,17.57,12.97,11.27,54.73,0
